Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,OwnerGroup
Container,HS Rossini,3405 ,TEU,46019 ,39753 ,Malta,2012 ,3 ,Rongcheng Shenfei,Hansa Treuhand
Container,Zim Europa,3429 ,TEU,45850 ,41507 ,Liberia,1997 ,4 ,Howaldtswerke Werft,Zim Integrated Shpg.
Container,Zim China,3429 ,TEU,45850 ,41507 ,Liberia,1997 ,11 ,Howaldtswerke Werft,Zim Integrated Shpg.
Container,MSC Kerry,3501 ,TEU,45530 ,37323 ,Panama,1995 ,3 ,Stocznia Gdynia,MSC
Container,Inter Mumbai,3359 ,TEU,45400 ,36603 ,St. Vincent & Grenadines,1998 ,9 ,Halla Eng.,Simatech
Container,Inter Sydney,3400 ,TEU,45383 ,36603 ,St. Vincent & Grenadines,1998 ,10 ,Halla Eng.,Interworld Shipping
Container,HS Bach,3586 ,TEU,44985 ,38320 ,Liberia,2007 ,9 ,STX SB (Jinhae),Hansa Treuhand
Container,Bu Yi He,3400 ,TEU,44911 ,36772 ,Panama,1997 ,6 ,Samsung HI,COSCO Group
Container,Ha Ni He,3400 ,TEU,44911 ,36772 ,Panama,1997 ,7 ,Samsung HI,COSCO Group
Container,Na Xi He,3400 ,TEU,44911 ,36772 ,Peoples' Republic of China,1997 ,9 ,Samsung HI,COSCO Group
Container,Jing Po He,3400 ,TEU,44911 ,36772 ,Peoples' Republic of China,1997 ,9 ,Samsung HI,COSCO Group
Container,Xi Bo He,3400 ,TEU,44911 ,36772 ,Panama,1997 ,12 ,Samsung HI,COSCO Group
Container,Yu Gu He,3400 ,TEU,44772 ,36772 ,Panama,1998 ,1 ,Samsung HI,COSCO Group
Container,Ville d'Orion,4113 ,TEU,44750 ,40465 ,Cyprus,1997 ,2 ,Daewoo (DSME),Global Ship Lease
Container,Luo Ba He,3400 ,TEU,44700 ,36772 ,Peoples' Republic of China,1998 ,3 ,Samsung HI,COSCO Group
Container,Gang Tai Tai Zhou,3274 ,TEU,44585 ,42323 ,Peoples' Republic of China,1994 ,1 ,Howaldtswerke Werft,Hongsheng Gangtai
Container,Hanjin Algeciras,3398 ,TEU,44144 ,35595 ,Malta,2011 ,1 ,Hanjin HI (Yeongdo),Danaos Shpg.
Container,Tim S,3380 ,TEU,44135 ,35581 ,Antigua & Barbuda,2005 ,10 ,Hanjin HI (Yeongdo),Schepers Reederei
Container,Hanjin Constantza,3398 ,TEU,44080 ,35595 ,Malta,2011 ,3 ,Hanjin HI (Yeongdo),Danaos Shpg.
Container,Hanjin Buenos Aires,3398 ,TEU,44080 ,35595 ,Malta,2010 ,5 ,Hanjin HI (Yeongdo),Danaos Shpg.
Container,Hanjin Santos,3398 ,TEU,44080 ,35595 ,Malta,2010 ,7 ,Hanjin HI (Yeongdo),Danaos Shpg.
Container,Hanjin Versailles,3398 ,TEU,44080 ,35595 ,Malta,2010 ,10 ,Hanjin HI (Yeongdo),Danaos Shpg.
Container,Solar N,3380 ,TEU,44053 ,35581 ,Liberia,2006 ,3 ,Hanjin HI (Yeongdo),Navios Group
Container,Adelheid-S.,3380 ,TEU,44053 ,35581 ,Antigua & Barbuda,2006 ,11 ,Hanjin HI (Yeongdo),Schepers Reederei
Container,Solstice N,3398 ,TEU,44022 ,35581 ,Liberia,2007 ,3 ,Hanjin HI (Yeongdo),Navios Group
Container,MSC Monica,3424 ,TEU,43378 ,37398 ,Panama,1993 ,11 ,Samsung HI,MSC
Container,MSC Martina,3424 ,TEU,43378 ,37398 ,Panama,1993 ,7 ,Samsung HI,MSC
Container,MSC Rossella,3424 ,TEU,43378 ,37398 ,Malta,1993 ,12 ,Samsung S.B (Busan),MSC
Container,MSC Sophie,3424 ,TEU,43378 ,37398 ,Panama,1994 ,4 ,Samsung HI,MSC
Container,MSC Noa,3038 ,TEU,43270 ,35610 ,Panama,1986 ,1 ,Hitachi Zosen,MSC
Container,Hansa Africa,3424 ,TEU,43200 ,37394 ,Germany,1997 ,6 ,Samsung HI,Leonhardt & Blumberg
Container,Newark,3388 ,TEU,43127 ,35573 ,Liberia,2006 ,12 ,Hanjin HI (Yeongdo),NSC Schiffahrt
Container,APL Guangzhou,3388 ,TEU,43127 ,35573 ,Liberia,2007 ,5 ,Hanjin HI (Yeongdo),NSC Schiffahrt
Container,Nelson,3388 ,TEU,43127 ,35573 ,Liberia,2007 ,6 ,Hanjin HI (Yeongdo),NSC Schiffahrt
Container,APL Chicago,3388 ,TEU,43127 ,35573 ,Liberia,2008 ,2 ,Hanjin HI (Yeongdo),NSC Schiffahrt
Container,Maersk Bintan,3075 ,TEU,43127 ,35835 ,Singapore,2008 ,1 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Maersk Batam,3078 ,TEU,43127 ,35835 ,Singapore,2008 ,4 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Maersk Bulan,3078 ,TEU,43127 ,35835 ,Singapore,2008 ,10 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Safmarine Bayete,3078 ,TEU,43127 ,35835 ,Hong Kong,2009 ,2 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Safmarine Benguela,3078 ,TEU,43127 ,35835 ,Hong Kong,2009 ,3 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Stadt Koln,3388 ,TEU,43127 ,35573 ,Antigua & Barbuda,2007 ,9 ,Hanjin HI (Yeongdo),MPC Group
Container,Stadt Aachen,3388 ,TEU,43127 ,35573 ,Antigua & Barbuda,2007 ,10 ,Hanjin HI (Yeongdo),MPC Group
Container,Maersk Batur,3078 ,TEU,43123 ,35835 ,Singapore,2010 ,1 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Maersk Brani,3075 ,TEU,43123 ,35835 ,Singapore,2010 ,2 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Maersk Buton,3078 ,TEU,43123 ,35835 ,Singapore,2008 ,7 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Maersk Bali,3078 ,TEU,43123 ,35835 ,Singapore,2008 ,8 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Maersk Bogor,3075 ,TEU,43123 ,35835 ,Singapore,2009 ,5 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Maersk Bratan,3078 ,TEU,43123 ,35835 ,Singapore,2009 ,7 ,Hanjin HI (Yeongdo),A.P. Moller
Container,Hammonia Jutlandia,3390 ,TEU,43050 ,28823 ,Liberia,2006 ,10 ,Hanjin HI (Yeongdo),Peter Dohle Schiff.
Container,MSC Alabama,3200 ,TEU,42966 ,37518 ,Panama,1996 ,6 ,Samsung HI,MSC
Container,MSC Paola,3424 ,TEU,42960 ,37579 ,Malta,1998 ,9 ,Samsung HI,MSC
Container,MSC Rebecca,3398 ,TEU,42954 ,37579 ,Panama,1997 ,7 ,Samsung HI,"Oltmann, D."
Container,MSC Japan,3398 ,TEU,42938 ,37518 ,Panama,1996 ,1 ,Samsung HI,MSC
Container,MSC Korea,3398 ,TEU,42938 ,37518 ,Panama,1996 ,3 ,Samsung HI,MSC
Container,Leto,3091 ,TEU,42850 ,35881 ,Liberia,2006 ,9 ,Szczecin. Nowa,Peter Dohle Schiff.
Container,Widukind,3100 ,TEU,42850 ,35881 ,Liberia,2006 ,10 ,Szczecin. Nowa,Peter Dohle Schiff.
Container,Henry Rickmers,3450 ,TEU,42822 ,36483 ,Marshall Islands,2006 ,2 ,Hyundai Mipo,Rickmers Group
Container,Richard Rickmers,3450 ,TEU,42822 ,36483 ,Singapore,2006 ,4 ,Hyundai Mipo,Rickmers Group
Container,Moni Rickmers,3450 ,TEU,42822 ,36483 ,Marshall Islands,2007 ,1 ,Hyundai Mipo,Rickmers Group
Container,Uni Florida,3450 ,TEU,42822 ,36483 ,Panama,2007 ,4 ,Hyundai Mipo,Uni-Asia Holding
Container,Uni Fortuna,3450 ,TEU,42822 ,36483 ,Panama,2007 ,6 ,Hyundai Mipo,Uni-Asia Holding
Container,Ital Fulgida,3450 ,TEU,42822 ,36483 ,Italy,2007 ,9 ,Hyundai Mipo,Uni-Asia Holding
