Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,OwnerGroup
Container,Hanjin Bremerhaven,6655 ,TEU,80855 ,74962 ,Panama,2006 ,7 ,Hyundai HI,Hanjin Group
Container,Hanjin Tianjin,6655 ,TEU,80855 ,74962 ,Panama,2007 ,1 ,Hyundai HI,Hanjin Group
Container,Hanjin Xiamen,6655 ,TEU,80855 ,74962 ,Panama,2007 ,2 ,Hyundai HI,Hanjin Group
Container,Hanjin Mumbai,6655 ,TEU,80855 ,74962 ,Panama,2007 ,12 ,Hyundai HI,Hanjin Group
Container,Hanjin Shenzhen,6655 ,TEU,80855 ,74962 ,Panama,2008 ,2 ,Hyundai HI,Hanjin Group
Container,Hanjin Chongqing,6655 ,TEU,80855 ,74962 ,Panama,2008 ,2 ,Hyundai HI,Hanjin Group
Container,Hanjin Port Kelang,6655 ,TEU,80811 ,74962 ,Panama,2006 ,10 ,Hyundai Samho HI,Hanjin Group
Container,DS Kingdom,6479 ,TEU,80596 ,74373 ,Liberia,2001 ,2 ,Hyundai HI,Dr. Peters
Container,DS Republic,6479 ,TEU,80596 ,74373 ,Liberia,2001 ,3 ,Hyundai HI,Dr. Peters
Container,DS National,6479 ,TEU,80596 ,74373 ,Liberia,2001 ,3 ,Hyundai HI,Dr. Peters
Container,DS Dominion,6479 ,TEU,80596 ,74373 ,Liberia,2001 ,5 ,Hyundai HI,Dr. Peters
Container,DS Patriot,6479 ,TEU,80596 ,74373 ,Liberia,2001 ,6 ,Hyundai HI,Dr. Peters
Container,Cardiff,6612 ,TEU,80551 ,69809 ,Liberia,2014 ,1 ,HHIC-Phil (Subic SY),Zodiac Maritime Agy
Container,Swansea,6612 ,TEU,80529 ,69809 ,Liberia,2014 ,1 ,HHIC-Phil (Subic SY),Zodiac Maritime Agy
Container,Rio de la Plata,5905 ,TEU,80455 ,73899 ,Liberia,2008 ,4 ,Daewoo (DSME),Hamburg-Sud
Container,Rio de Janeiro,5905 ,TEU,80455 ,73899 ,Germany,2008 ,6 ,Daewoo (DSME),Hamburg-Sud
Container,Rio Negro,5905 ,TEU,80455 ,73899 ,Germany,2008 ,11 ,Daewoo (DSME),Hamburg-Sud
Container,Safmarine Boland,6673 ,TEU,80350 ,71021 ,Marshall Islands,2013 ,1 ,Hyundai Samho HI,Technomar Shipping
Container,NYK Terra,6500 ,TEU,80282 ,76928 ,Panama,2008 ,7 ,Hyundai HI,Nippon Yusen Kaisha
Container,NYK Themis,6500 ,TEU,80282 ,76928 ,Panama,2008 ,10 ,Hyundai HI,Nippon Yusen Kaisha
Container,NYK Theseus,6500 ,TEU,80282 ,76928 ,Panama,2008 ,11 ,Hyundai HI,Nippon Yusen Kaisha
Container,NYK Triton,6500 ,TEU,80282 ,76928 ,Panama,2009 ,1 ,Hyundai HI,Nippon Yusen Kaisha
Container,Mary,6673 ,TEU,80274 ,71021 ,Marshall Islands,2013 ,1 ,Hyundai Samho HI,Technomar Shipping
Container,K Pegasus,6492 ,TEU,80270 ,76199 ,Liberia,2003 ,7 ,Koyo Dock K.K.,Zodiac Maritime Agy
Container,K Phoenix,6492 ,TEU,80270 ,76199 ,Liberia,2003 ,11 ,Koyo Dock K.K.,Zodiac Maritime Agy
Container,NYK Aphrodite,6492 ,TEU,80270 ,76199 ,Panama,2003 ,4 ,I.H.I.,Kaisho Shipping Co.
Container,NYK Athena,6492 ,TEU,80270 ,76199 ,Panama,2003 ,6 ,I.H.I.,Kaisho Shipping Co.
Container,Hyundai Shanghai,6763 ,TEU,80262 ,74651 ,Cyprus,2006 ,4 ,Hyundai HI,Navios Group
Container,CMA CGM Berlioz,6621 ,TEU,80251 ,73157 ,Cyprus,2001 ,7 ,Hanjin HI (Yeongdo),Global Ship Lease
Container,Diaporos,6627 ,TEU,80251 ,73157 ,Liberia,2001 ,9 ,Hanjin HI (Yeongdo),Embiricos Group
Container,JPS Debussy,6627 ,TEU,80251 ,73157 ,Greece,2001 ,11 ,Hanjin HI (Yeongdo),Samartzis Maritime
Container,Pangal,6541 ,TEU,80250 ,73934 ,Liberia,2006 ,11 ,Hyundai HI,Peter Dohle Schiff.
Container,Puelo,6541 ,TEU,80250 ,73934 ,Marshall Islands,2006 ,11 ,Hyundai HI,Diana Shipping
Container,Petrohue,6541 ,TEU,80250 ,73934 ,Liberia,2006 ,11 ,Hyundai HI,Peter Dohle Schiff.
Container,Palena,6541 ,TEU,80250 ,73934 ,Liberia,2006 ,12 ,Hyundai HI,Hapag-Lloyd
Container,Puelche,6541 ,TEU,80250 ,73934 ,Liberia,2007 ,1 ,Hyundai HI,Peter Dohle Schiff.
Container,Maersk Elgin,6881 ,TEU,80228 ,71112 ,Liberia,2013 ,1 ,Hyundai Samho HI,Embiricos Group
Container,Maersk Langkloof,6881 ,TEU,80228 ,71112 ,Liberia,2013 ,1 ,Hyundai Samho HI,Embiricos Group
Container,DAL Karoo,6881 ,TEU,80228 ,71112 ,Liberia,2013 ,3 ,Hyundai Samho HI,Embiricos Group
Container,Kea,6881 ,TEU,80228 ,71112 ,Liberia,2013 ,8 ,Hyundai Samho HI,Embiricos Group
Container,Rio Blanco,5905 ,TEU,80225 ,73899 ,Liberia,2009 ,6 ,Daewoo-Mangalia,Hamburg-Sud
Container,Rio Bravo,5905 ,TEU,80225 ,73899 ,Liberia,2009 ,8 ,Daewoo-Mangalia,Hamburg-Sud
