"","gid","g.lon","g.lat","CO2","PM2.5","SOx","NOx"
"35366","122.31_28.04",122.31,28.04,NA,NA,NA,NA
"35367","122.45_28.5",122.45,28.5,7.615234,0.01067598,0.08147237,0.1390054
"35368","122.41_28.42",122.41,28.42,6.845095,0.01007353,0.07733296,0.1280855
"35369","122.28_28.1",122.28,28.1,NA,NA,NA,NA
"35370","122.27_28.08",122.27,28.08,NA,NA,NA,NA
"35371","122.24_28.01",122.24,28.01,7.748302,0.01022966,0.07679482,0.1383627
"35372","122.2_27.91",122.2,27.91,NA,NA,NA,NA
"35373","122.18_27.86",122.18,27.86,1.766792,0.002577487,0.02028648,0.03284794
"35374","123.04_31.33",123.04,31.33,2.819995,0.00415563,0.02991553,0.05318748
"35375","122.4_31.71",122.4,31.71,0.05178804,7.158258e-05,0.0006294524,0.0009322594
"35376","122.4_31.7",122.4,31.7,0.1521729,0.0002103368,0.00184957,0.002739333
"35377","122.4_31.69",122.4,31.69,0.2518214,0.0003480732,0.003060738,0.004533149
"35378","122.4_31.68",122.4,31.68,1.095418,0.001514112,0.01331415,0.01971911
"35379","122.4_31.67",122.4,31.67,0.4744818,0.0006558394,0.005767041,0.008541358
"35380","122.4_31.66",122.4,31.66,0.5845485,0.000807976,0.007104835,0.01052272
"35381","122.4_31.65",122.4,31.65,0.776786,0.0007120482,0.006207383,0.0119555
"35382","122.4_31.64",122.4,31.64,3.819555,0.003949684,0.03453277,0.06130125
"35383","122.4_31.63",122.4,31.63,0.3759019,0.00051958,0.004568861,0.006766776
"35384","122.4_31.62",122.4,31.62,0.5278871,0.0007296573,0.00641615,0.00950273
"35385","122.4_31.61",122.4,31.61,0.3307778,0.0004572084,0.004020405,0.005954477
"35386","122.4_31.6",122.4,31.6,2.261534,0.003125942,0.02748758,0.04071087
"35387","122.4_31.59",122.4,31.59,0.6120422,0.0007507846,0.006587735,0.01048388
"35388","122.4_31.58",122.4,31.58,0.112803,0.0001559189,0.001371053,0.002030618
"35389","122.4_31.57",122.4,31.57,0.7472191,0.001032823,0.009081999,0.01345102
"35390","122.4_31.56",122.4,31.56,3.199864,0.003849821,0.03376746,0.05438873
"35391","122.4_31.55",122.4,31.55,0.5080902,0.0007022937,0.006175531,0.009146358
"35392","122.4_31.54",122.4,31.54,0.6787171,0.000938138,0.008249398,0.01221789
"35393","122.4_31.53",122.4,31.53,0.6331887,0.0008752076,0.007696027,0.01139831
"35394","122.4_31.52",122.4,31.52,3.452853,0.004772611,0.04196735,0.06215635
"35395","122.4_31.51",122.4,31.51,0.6926948,0.0009574582,0.008419288,0.01246951
"35396","122.4_31.5",122.4,31.5,1.07399,0.001484493,0.0130537,0.01933337
"35397","122.4_31.49",122.4,31.49,0.8935801,0.001235126,0.01086093,0.01608573
"35398","122.4_31.48",122.4,31.48,4.246828,0.005870061,0.05161764,0.07644904
"35399","122.4_31.47",122.4,31.47,0.2575395,0.0003559769,0.003130238,0.004636083
"35400","122.41_31.47",122.41,31.47,0.5744263,0.0007939849,0.006981806,0.0103405
"35401","122.41_31.46",122.41,31.46,0.3407773,0.00047103,0.004141942,0.006134483
"35402","122.42_31.46",122.42,31.46,0.4876364,0.0006740219,0.005926927,0.008778159
"35403","122.42_31.45",122.42,31.45,0.1993403,0.0002755326,0.002422861,0.003588413
"35404","122.43_31.45",122.43,31.45,0.4934267,0.0006820254,0.005997305,0.008882393
"35405","122.43_31.44",122.43,31.44,0.05178804,7.158258e-05,0.0006294524,0.0009322594
"35406","122.45_31.43",122.45,31.43,0.5548027,0.0007668607,0.006743293,0.00998725
"35407","122.45_31.42",122.45,31.42,0.2489923,0.0003139926,0.002748065,0.004334311
"35408","122.46_31.42",122.46,31.42,0.4728548,0.0006345442,0.005443792,0.008449818
"35409","122.46_31.41",122.46,31.41,0.9312662,0.001017942,0.008738981,0.01539336
"35410","122.47_31.41",122.47,31.41,0.7051334,0.0007950677,0.006914911,0.01179608
"35411","123.09_30.79",123.09,30.79,2.046436,0.003216338,0.022275,0.03963036
"35412","123.09_30.78",123.09,30.78,2.372259,0.003593968,0.02638413,0.04500214
"35413","122.92_29.54",122.92,29.54,2.197148,0.003010586,0.02346047,0.03950369
"35414","122.93_29.52",122.93,29.52,NA,NA,NA,NA
"35415","122.92_29.51",122.92,29.51,NA,NA,NA,NA
"35416","122.91_29.46",122.91,29.46,6.595655,0.009536824,0.08224036,0.1220189
"35417","122.91_29.45",122.91,29.45,1.71473,0.002476671,0.01966985,0.03168391
"35418","122.91_29.44",122.91,29.44,5.570572,0.008407355,0.06473239,0.1042351
"35419","122.89_29.4",122.89,29.4,7.605692,0.01147886,0.0874156,0.1428218
"35420","122.88_29.37",122.88,29.37,4.542345,0.005615194,0.04145873,0.07867591
"35421","122.83_29.28",122.83,29.28,3.183133,0.004500378,0.03407313,0.05887795
"35422","122.75_29.14",122.75,29.14,7.15873,0.01011796,0.07455437,0.1314955
"35423","122.62_28.81",122.62,28.81,7.429512,0.009853733,0.07390051,0.1328423
"35424","122.58_28.72",122.58,28.72,8.927653,0.01100796,0.08330427,0.1544869
"35425","122.42_28.36",122.42,28.36,NA,NA,NA,NA
"35426","122.26_27.99",122.26,27.99,9.001195,0.009493104,0.07472714,0.145578
"35427","122.26_27.98",122.26,27.98,NA,NA,NA,NA
"35428","122.25_27.96",122.25,27.96,NA,NA,NA,NA
"35429","122.24_27.94",122.24,27.94,12.46145,0.01202975,0.09517608,0.1942957
"35430","122.5_28.28",122.5,28.28,5.692923,0.007686889,0.05760341,0.1020967
"35431","122.5_28.29",122.5,28.29,6.870081,0.00898509,0.06846183,0.1214741
"35432","122.51_28.32",122.51,28.32,2.803418,0.004045634,0.03065414,0.05181021
"35433","122.51_28.33",122.51,28.33,4.405971,0.006440958,0.0481715,0.0818052
"35434","122.52_28.34",122.52,28.34,4.231369,0.006051057,0.04771673,0.07736736
"35435","122.52_28.35",122.52,28.35,6.441036,0.008107001,0.06488613,0.11151
"35436","122.52_28.37",122.52,28.37,3.048396,0.004402344,0.03189465,0.05644037
"35437","122.53_28.41",122.53,28.41,5.357477,0.007312199,0.05559779,0.09665706
"35438","122.53_28.44",122.53,28.44,5.922272,0.007816443,0.05919879,0.1053304
"35439","122.53_28.45",122.53,28.45,5.658639,0.007769374,0.05746852,0.102622
"35440","122.53_28.46",122.53,28.46,6.723033,0.008623943,0.06431126,0.1180664
"35441","122.53_28.47",122.53,28.47,6.839837,0.009376129,0.07490776,0.1226242
"35442","122.58_28.59",122.58,28.59,4.199774,0.006011262,0.04137368,0.07807401
"35443","122.59_28.59",122.59,28.59,4.10166,0.00557942,0.04122412,0.07412132
"35444","122.67_28.77",122.67,28.77,3.271392,0.004439032,0.03670432,0.05843439
"35445","122.68_28.81",122.68,28.81,NA,NA,NA,NA
"35446","122.98_29.74",122.98,29.74,13.85934,0.01965539,0.146575,0.2554752
"35447","123.08_31.33",123.08,31.33,1.835637,0.002708073,0.02085934,0.03429
"35448","122.69_29.05",122.69,29.05,11.57176,0.01620203,0.1198178,0.2120594
"35449","122.41_28.34",122.41,28.34,NA,NA,NA,NA
"35450","122.39_28.3",122.39,28.3,NA,NA,NA,NA
"35451","122.37_28.18",122.37,28.18,4.085183,0.004719274,0.03700546,0.0690761
"35452","122.36_28.17",122.36,28.17,7.174726,0.008413151,0.0643121,0.1226963
"35453","122.35_28.15",122.35,28.15,6.791039,0.008567342,0.06454805,0.1191711
"35454","122.35_28.14",122.35,28.14,5.662104,0.007527157,0.05671304,0.1007734
"35455","122.35_28.13",122.35,28.13,4.665003,0.006069752,0.04683617,0.08225962
"35456","122.34_28.12",122.34,28.12,5.562521,0.007691516,0.05943606,0.100589
"35457","122.34_28.11",122.34,28.11,3.837835,0.004948722,0.03723752,0.06756894
"35458","122.32_28.05",122.32,28.05,NA,NA,NA,NA
"35459","122.32_28.03",122.32,28.03,3.116141,0.004496789,0.03591715,0.05731183
"35460","122.31_28.01",122.31,28.01,3.238394,0.004043203,0.03068416,0.05664687
"35461","122.31_28",122.31,28,1.64068,0.002300134,0.0178832,0.02991523
"35462","122.54_28.38",122.54,28.38,4.219045,0.005475941,0.04211003,0.07436788
"35463","122.6_28.65",122.6,28.65,3.746042,0.005392103,0.0382786,0.06963979
"35464","122.61_28.67",122.61,28.67,2.90978,0.004282231,0.02784534,0.05519163
"35465","122.75_28.87",122.75,28.87,3.444652,0.005024802,0.03960791,0.06349539
"35466","122.75_28.88",122.75,28.88,NA,NA,NA,NA
"35467","122.76_28.89",122.76,28.89,NA,NA,NA,NA
"35468","122.77_28.93",122.77,28.93,3.437904,0.004740188,0.03858891,0.06206979
"35469","122.77_28.94",122.77,28.94,3.470885,0.004315869,0.03547462,0.06012068
"35470","122.78_28.95",122.78,28.95,2.435602,0.003209736,0.02734525,0.04288512
"35471","122.78_28.97",122.78,28.97,NA,NA,NA,NA
"35472","122.84_29.18",122.84,29.18,5.99297,0.008366381,0.06784359,0.1088565
"35473","122.83_29.2",122.83,29.2,5.832101,0.007757142,0.05818497,0.1045925
"35474","123.11_30.54",123.11,30.54,7.275517,0.008432271,0.06281213,0.1231378
"35475","122.6_31.54",122.6,31.54,NA,NA,NA,NA
"35476","122.6_31.55",122.6,31.55,NA,NA,NA,NA
"35477","122.6_31.57",122.6,31.57,NA,NA,NA,NA
"35478","122.62_31.77",122.62,31.77,1.065131,0.001280995,0.01087854,0.01818274
"35479","122.62_31.78",122.62,31.78,2.076441,0.002434309,0.0206637,0.0350987
"35480","122.4_31.44",122.4,31.44,2.404934,0.003324154,0.02923053,0.04329229
"35481","122.79_30.52",122.79,30.52,NA,NA,NA,NA
"35482","122.8_30.53",122.8,30.53,4.45997,0.00573154,0.04235406,0.07864646
"35483","122.81_30.53",122.81,30.53,NA,NA,NA,NA
"35484","122.83_30.53",122.83,30.53,NA,NA,NA,NA
"35485","122.84_30.53",122.84,30.53,NA,NA,NA,NA
"35486","122.67_30.39",122.67,30.39,NA,NA,NA,NA
"35487","122.8_29.07",122.8,29.07,2.413997,0.003264059,0.02499141,0.04379713
"35488","122.81_29.08",122.81,29.08,3.789679,0.005369428,0.03940182,0.07004116
"35489","122.81_29.09",122.81,29.09,4.724099,0.006628441,0.04746414,0.08709425
"35490","122.82_29.09",122.82,29.09,3.586196,0.004867129,0.03827049,0.06445077
"35491","122.82_29.1",122.82,29.1,6.507002,0.009637951,0.07371463,0.1222293
"35492","122.88_29.21",122.88,29.21,4.858159,0.006975933,0.05662151,0.08940361
"35493","122.89_29.23",122.89,29.23,5.223552,0.007159809,0.05487244,0.09490155
"35494","122.92_29.29",122.92,29.29,6.603155,0.008190554,0.06114872,0.1153822
"35495","122.92_29.3",122.92,29.3,6.791224,0.009277873,0.07119145,0.1224953
"35496","122.93_29.31",122.93,29.31,6.946234,0.008672036,0.06665515,0.1211556
"35497","122.93_29.32",122.93,29.32,9.084105,0.01222311,0.09262386,0.1622827
"35498","122.94_29.34",122.94,29.34,8.783798,0.01223017,0.09344434,0.1597367
"35499","122.95_29.36",122.95,29.36,6.146855,0.008718353,0.07430175,0.1116244
"35500","123.01_29.44",123.01,29.44,4.686942,0.006460398,0.04749016,0.08561168
"35501","123.01_29.45",123.01,29.45,4.764706,0.006326856,0.04647958,0.08582868
"35502","123.01_29.46",123.01,29.46,8.063952,0.01058087,0.0770256,0.1446838
"35503","123.02_29.48",123.02,29.48,9.497549,0.01234238,0.09407324,0.1686464
"35504","123.05_29.53",123.05,29.53,5.950932,0.007625507,0.05871063,0.1048862
"35505","123.06_29.55",123.06,29.55,5.42897,0.007263202,0.05593269,0.09682391
"35506","123.08_29.59",123.08,29.59,NA,NA,NA,NA
"35507","123.12_29.63",123.12,29.63,2.648773,0.003725509,0.0292129,0.0487588
"35508","123.13_29.65",123.13,29.65,3.188032,0.004541191,0.03453633,0.05904138
"35509","123.14_29.66",123.14,29.66,3.596007,0.005125431,0.03862344,0.06656913
"35510","123.14_29.67",123.14,29.67,4.021979,0.00582618,0.04443851,0.07494226
"35511","122.94_30.37",122.94,30.37,5.527492,0.007945701,0.05588789,0.1021216
"35512","123.28_30.17",123.28,30.17,7.402414,0.01126782,0.08835739,0.1401302
"35513","122.59_28.63",122.59,28.63,4.688725,0.006650063,0.04799076,0.08657298
"35514","122.81_29.07",122.81,29.07,2.120829,0.00309298,0.02352887,0.03940432
"35515","123.31_30.88",123.31,30.88,NA,NA,NA,NA
"35516","123.31_30.9",123.31,30.9,18.62035,0.01920443,0.1516318,0.2973711
"35517","123.31_30.92",123.31,30.92,11.11289,0.01170244,0.09093934,0.1798198
"35518","123.3_31.17",123.3,31.17,11.88101,0.01674702,0.1278597,0.2189119
"35519","123.55_30.08",123.55,30.08,2.451443,0.003716581,0.02272432,0.04706625
"35520","123.04_29.39",123.04,29.39,6.269226,0.00904285,0.06761636,0.1157719
"35521","123.52_30.08",123.52,30.08,30.93048,0.04149213,0.3050445,0.5573638
"35522","122.71_30.3",122.71,30.3,2.197786,0.002669581,0.02046648,0.03751036
"35523","122.71_30.29",122.71,30.29,4.150254,0.005113873,0.03700132,0.07204533
"35524","122.73_30.28",122.73,30.28,4.179759,0.005621254,0.03954068,0.07490407
"35525","122.78_30.21",122.78,30.21,NA,NA,NA,NA
"35526","122.74_30.26",122.74,30.26,1.14235,0.001298422,0.009848434,0.01897766
"35527","122.74_30.27",122.74,30.27,4.8352,0.006435434,0.04501652,0.08624118
"35528","122.73_30.27",122.73,30.27,0.6907772,0.0009086985,0.006420739,0.01228732
"35529","122.72_30.29",122.72,30.29,13.54799,0.01418667,0.1178876,0.2198696
"35530","123_29.42",123,29.42,6.669124,0.008801082,0.0672781,0.1182757
"35531","122.58_28.81",122.58,28.81,12.09515,0.01586804,0.1161484,0.2147051
"35532","122.65_28.38",122.65,28.38,NA,NA,NA,NA
"35533","122.66_28.42",122.66,28.42,1.874627,0.002542563,0.02045264,0.03358352
"35534","122.67_28.43",122.67,28.43,2.464768,0.003198023,0.02618197,0.04314035
"35535","122.67_28.44",122.67,28.44,1.484929,0.001993448,0.01590714,0.02634512
"35536","122.68_28.46",122.68,28.46,1.155525,0.001521943,0.01197831,0.02028529
"35537","122.69_28.48",122.69,28.48,3.126412,0.004793175,0.03535192,0.05917082
"35538","122.7_28.52",122.7,28.52,1.300891,0.002011669,0.01452964,0.02487016
"35539","122.72_28.57",122.72,28.57,NA,NA,NA,NA
"35540","122.73_28.6",122.73,28.6,3.82746,0.005496775,0.04184644,0.07036919
"35541","122.73_28.61",122.73,28.61,3.599573,0.005093234,0.03898692,0.06580846
"35542","122.74_28.62",122.74,28.62,2.901964,0.00401638,0.03004569,0.05264767
"35543","122.74_28.63",122.74,28.63,4.129629,0.005875538,0.04740692,0.0751333
"35544","122.74_28.64",122.74,28.64,3.443717,0.004829342,0.03946578,0.06207185
"35545","122.75_28.65",122.75,28.65,3.372847,0.004578612,0.03627904,0.06022047
"35546","122.75_28.66",122.75,28.66,4.289508,0.005374722,0.04078368,0.07425509
"35547","122.75_28.67",122.75,28.67,3.790851,0.004939839,0.03674062,0.06674436
"35548","122.76_28.69",122.76,28.69,3.066677,0.004118211,0.03032919,0.05464442
"35549","122.76_28.7",122.76,28.7,3.797974,0.004862324,0.03721754,0.066412
"35550","122.77_28.7",122.77,28.7,2.91789,0.003755447,0.02928902,0.05130668
"35551","122.77_28.71",122.77,28.71,4.309767,0.005510432,0.04213234,0.07554861
"35552","122.77_28.72",122.77,28.72,4.429312,0.005743263,0.04508442,0.07774583
"35553","122.77_28.73",122.77,28.73,5.258766,0.005761067,0.04522611,0.0866904
"35554","122.78_28.74",122.78,28.74,5.674833,0.006925111,0.05423055,0.09725253
"35555","122.78_28.75",122.78,28.75,4.511011,0.004804905,0.03789851,0.07360593
"35556","122.8_28.79",122.8,28.79,4.6893,0.006683064,0.05686094,0.08465246
"35557","122.8_28.81",122.8,28.81,2.878922,0.004180516,0.03619858,0.05248588
"35558","122.81_28.82",122.81,28.82,4.285236,0.005839099,0.05079106,0.07586688
"35559","122.81_28.83",122.81,28.83,2.588553,0.003380354,0.0266509,0.04552187
"35560","122.82_28.85",122.82,28.85,4.986849,0.007120621,0.05615477,0.09074363
"35561","122.82_28.86",122.82,28.86,8.425449,0.0135835,0.1057746,0.1610827
"35562","122.83_28.87",122.83,28.87,3.247147,0.004503218,0.03528566,0.058272
"35563","122.83_28.88",122.83,28.88,6.731846,0.01090454,0.08462886,0.1289273
"35564","122.86_28.96",122.86,28.96,1.697854,0.002315524,0.01761282,0.03062215
"35565","122.86_28.97",122.86,28.97,2.55809,0.003888692,0.03142748,0.04772895
"35566","122.89_29.06",122.89,29.06,2.169829,0.003162076,0.02123584,0.04095031
"35567","122.91_29.09",122.91,29.09,2.677497,0.004279521,0.03023631,0.0519113
"35568","122.91_29.1",122.91,29.1,1.96699,0.002905834,0.02195898,0.03663436
"35569","122.93_29.14",122.93,29.14,5.17821,0.00754299,0.05602914,0.09595645
"35570","122.93_29.15",122.93,29.15,NA,NA,NA,NA
"35571","122.93_29.16",122.93,29.16,NA,NA,NA,NA
"35572","122.93_29.17",122.93,29.17,3.783553,0.004460244,0.03305694,0.06463588
"35573","122.94_29.18",122.94,29.18,3.366844,0.004245236,0.03353737,0.05906442
"35574","122.94_29.19",122.94,29.19,3.00185,0.003960642,0.03098144,0.05351282
"35575","122.94_29.2",122.94,29.2,3.166841,0.004308377,0.03125452,0.05736197
"35576","122.95_29.21",122.95,29.21,2.051054,0.002832049,0.02158225,0.03750284
"35577","122.95_29.22",122.95,29.22,1.8228,0.002607758,0.01916047,0.03370695
"35578","122.95_29.23",122.95,29.23,3.184332,0.004407999,0.03064258,0.05849864
"35579","122.96_29.23",122.96,29.23,3.533436,0.004947508,0.03813177,0.06483949
"35580","122.96_29.25",122.96,29.25,1.424358,0.002025699,0.01565873,0.02610379
"35581","123_29.33",123,29.33,5.611313,0.008429708,0.05182128,0.1085622
"35582","123.01_29.34",123.01,29.34,4.696928,0.006427073,0.04943983,0.08498629
"35583","123.01_29.35",123.01,29.35,3.461572,0.004648513,0.03667416,0.06230252
"35584","123.02_29.36",123.02,29.36,5.263453,0.007114108,0.05227249,0.09488609
"35585","123.02_29.37",123.02,29.37,5.171554,0.007501957,0.05426498,0.0964588
"35586","123.02_29.38",123.02,29.38,6.637885,0.009791124,0.07435662,0.1244676
"35587","123.03_29.4",123.03,29.4,5.587375,0.007916729,0.0577534,0.1032457
"35588","123.03_29.41",123.03,29.41,7.901313,0.01146865,0.08321124,0.1472854
"35589","123.03_29.42",123.03,29.42,5.426422,0.007936754,0.05997764,0.1011561
"35590","123.05_29.87",123.05,29.87,NA,NA,NA,NA
"35591","122.82_30.45",122.82,30.45,NA,NA,NA,NA
"35592","122.43_30.5",122.43,30.5,NA,NA,NA,NA
"35593","122.93_30.24",122.93,30.24,NA,NA,NA,NA
"35594","122.56_28.78",122.56,28.78,7.699331,0.01119289,0.08457695,0.1429457
"35595","122.56_28.77",122.56,28.77,9.343286,0.01429774,0.1027454,0.1782875
"35596","122.56_28.59",122.56,28.59,5.347324,0.007541263,0.05494859,0.09824842
"35597","122.57_28.54",122.57,28.54,4.531532,0.006283712,0.04738613,0.08222293
"35598","123.02_29.4",123.02,29.4,5.771387,0.008146106,0.06266644,0.1057338
"35599","123.22_30.04",123.22,30.04,14.82963,0.02136944,0.1667304,0.2737881
"35600","121.54_27.88",121.54,27.88,0.1940039,0.0002667834,0.002442517,0.003453917
"35601","122.53_30.14",122.53,30.14,0.1691511,0.0002027803,0.001800637,0.002889761
"35602","122.53_30.13",122.53,30.13,0.361573,0.0004458816,0.004026519,0.006231892
"35603","122.52_30.14",122.52,30.14,0.3365847,0.0004102566,0.003704022,0.005775759
"35604","122.5_30.14",122.5,30.14,0.2007166,0.0002418327,0.002194126,0.003427445
"35605","122.49_30.16",122.49,30.16,0.5309106,0.0006396657,0.005803629,0.009065851
"35606","122.48_30.17",122.48,30.17,0.6329464,0.0007511578,0.006781998,0.01075224
"35607","122.47_30.17",122.47,30.17,0.6478491,0.0007683245,0.006913976,0.01100661
"35608","122.54_30.13",122.54,30.13,0.5441961,0.0006568545,0.005925196,0.009304688
"35609","122.55_30.13",122.55,30.13,0.3050909,0.0003758188,0.003392494,0.005260385
"35610","122.2_28.7",122.2,28.7,3.29812,0.004744334,0.04016835,0.06135798
"35611","122.18_28.68",122.18,28.68,2.659085,0.003841304,0.03312456,0.04921192
"35612","122.17_28.67",122.17,28.67,2.025299,0.002924208,0.0242651,0.03770565
"35613","122.16_28.66",122.16,28.66,1.684367,0.002439079,0.0196863,0.03138589
"35614","122.15_28.65",122.15,28.65,0.6552617,0.0008878409,0.007910951,0.01168345
"35615","122.14_28.64",122.14,28.64,0.2474208,0.0003228738,0.002960236,0.004356528
"35616","122.11_28.6",122.11,28.6,0.4562519,0.0005954339,0.005193557,0.008018969
"35617","122.1_28.59",122.1,28.59,0.3164354,0.0004079671,0.003598649,0.005562062
"35618","122.1_28.58",122.1,28.58,0.5373044,0.0007276336,0.006173702,0.009678935
"35619","122.09_28.58",122.09,28.58,0.09567325,0.0001232036,0.001125788,0.001681808
"35620","122.08_28.57",122.08,28.57,0.06340903,8.358498e-05,0.0007666641,0.001112043
"35621","122.07_28.56",122.07,28.56,1.858854,0.00195188,0.01238078,0.0315308
"35622","122.07_28.55",122.07,28.55,0.1202254,0.0001605785,0.001473954,0.002131984
"35623","122.06_28.54",122.06,28.54,0.7558256,0.001093421,0.008954566,0.01412869
"35624","122.05_28.53",122.05,28.53,0.5084094,0.0007553626,0.005974025,0.009628781
"35625","122.05_28.52",122.05,28.52,0.7361359,0.0009891179,0.008746958,0.01327954
"35626","122.04_28.51",122.04,28.51,0.3056757,0.0004256707,0.003785474,0.005563861
"35627","121.98_28.43",121.98,28.43,1.067649,0.001428434,0.0129408,0.01903968
"35628","121.97_28.41",121.97,28.41,1.439319,0.001950879,0.01768697,0.02587452
"35629","121.91_28.34",121.91,28.34,0.4484507,0.0006190757,0.00569124,0.008011654
"35630","121.88_28.31",121.88,28.31,0.2312455,0.0003148363,0.002894308,0.004113501
"35631","121.87_28.3",121.87,28.3,0.2489102,0.0003359032,0.003065556,0.00441822
"35632","121.54_27.87",121.54,27.87,0.3255681,0.0004348392,0.003973631,0.00574126
"35633","121.53_27.85",121.53,27.85,0.2123929,0.0003120526,0.002868642,0.003866639
"35634","121.51_27.83",121.51,27.83,0.0720286,9.748975e-05,0.00089165,0.001275687
"35635","123.87_30.79",123.87,30.79,NA,NA,NA,NA
